StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Prolific ID ","Consent ","Age ","Gender ",OMSI,Gen_1,Gen_2,Gen_3,Gen_4,Gen_5,Gen_6,Gen_7,Gen_8,Gen_9,Gen_10,Gen_11,Gen_12,Gen_13,Gen_14,Gen_15,Gen_16,Gen_17,Gen_18,Gen_19,Gen_20,Gen_21,Gen_22,Gen_23,Gen_24,Gen_25,Gen_26,Gen_27,Gen_28,Gen_29,Gen_30,Gen_31,Gen_32,Gen_33,Gen_34,Gen_35,Gen_36,Emotion,PROLIFIC_PID,Vignette,VigNro
2025-09-09 11:11:46,2025-09-09 11:13:34,0,100,108,1,2025-09-09 11:13:34,R_8gzkeqVbn4OAwYJ,anonymous,EN,6759980d797dbe50150130e0,2,25,2,5,5,4,5,4,4,4,3,4,4,4,5,4,4,4,4,4,4,3,4,4,4,3,4,5,4,4,4,3,4,3,4,4,4,4,2,1,"2,11,13",6759980d797dbe50150130e0,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-09 11:11:04,2025-09-09 11:13:38,0,100,154,1,2025-09-09 11:13:39,R_8hFjT8zVpanhCTM,anonymous,EN,676055469b245b53e81358d0,2,21,1,1,4,5,5,5,4,5,5,4,5,4,4,4,5,4,4,3,3,3,4,5,5,5,5,4,5,5,4,1,1,1,4,4,4,4,4,1,"1,2,8",676055469b245b53e81358d0,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-09 11:12:15,2025-09-09 11:13:52,0,100,96,1,2025-09-09 11:13:52,R_8HwqOcy4H08ej6Q,anonymous,EN,579e431a81f331000139d5d0,2,44,2,1,5,5,5,3,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,5,4,5,4,4,5,4,5,3,4,5,3,5,4,3,1,"2,7,13",579e431a81f331000139d5d0,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-09 11:12:28,2025-09-09 11:14:00,0,100,91,1,2025-09-09 11:14:00,R_8EaTA4tQrHquoBA,anonymous,EN,5e10d936502213792e67f1a5,2,36,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,5e10d936502213792e67f1a5,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 11:11:51,2025-09-09 11:14:06,0,100,135,1,2025-09-09 11:14:07,R_2bToWfWS51NmL1g,anonymous,EN,5e6a923f59a3bd04d5edc606,2,37,2,1,4,5,5,4,1,4,1,1,1,5,5,5,5,5,5,1,1,1,1,1,2,3,4,5,4,3,2,1,1,1,1,1,1,2,1,1,"6,7",5e6a923f59a3bd04d5edc606,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 11:11:48,2025-09-09 11:14:12,0,100,144,1,2025-09-09 11:14:13,R_2EZtMCqoltPdDEo,anonymous,EN,5f52971c271a0703d733031c,2,38,2,2,5,5,5,4,5,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,5,5,5,4,4,4,3,4,4,3,3,4,4,4,1,"2,7,9,12,13",5f52971c271a0703d733031c,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-09 11:06:41,2025-09-09 11:14:19,0,100,457,1,2025-09-09 11:14:19,R_20P4sU61oXsgQIl,anonymous,EN,67d45859360daf1b062c0275,2,34,2,2,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,1,"1,3,11",67d45859360daf1b062c0275,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 11:12:04,2025-09-09 11:14:20,0,100,135,1,2025-09-09 11:14:20,R_8PWEvVezurdPGNP,anonymous,EN,676407406b8f720bea5f1505,2,22,2,1,3,4,4,1,3,2,1,1,1,1,4,1,1,1,3,3,3,4,3,4,2,3,2,2,3,3,1,1,1,1,1,1,2,4,4,1,"6,7",676407406b8f720bea5f1505,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-09 11:12:22,2025-09-09 11:14:21,0,100,118,1,2025-09-09 11:14:21,R_2L1FDqjuJjzkA8u,anonymous,EN,616413c53aace889a0f13c3a,2,23,2,2,5,3,2,4,4,2,3,4,3,3,2,3,3,3,4,4,4,4,4,5,4,5,4,5,5,5,4,4,4,4,5,4,5,4,5,1,"2,5,9,12,13",616413c53aace889a0f13c3a,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-09 11:11:59,2025-09-09 11:14:21,0,100,142,1,2025-09-09 11:14:21,R_28IIcDcLJwvpkQK,anonymous,EN,62b1ef5d9f63209d52ecc73d,2,60,2,2,2,3,3,4,5,3,5,3,4,3,3,3,3,3,4,4,3,4,2,3,3,5,5,4,3,4,4,2,2,2,2,3,4,3,3,1,16,62b1ef5d9f63209d52ecc73d,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-09 11:11:24,2025-09-09 11:14:22,0,100,177,1,2025-09-09 11:14:22,R_8xTaUpbisKisT97,anonymous,EN,672111a93b42bbbd07014d9c,2,32,2,2,5,5,5,4,4,4,3,4,4,4,5,4,3,2,4,3,2,2,5,5,5,4,4,5,3,5,5,2,3,2,4,4,4,4,2,1,"1,2,7,8",672111a93b42bbbd07014d9c,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 11:12:06,2025-09-09 11:14:22,0,100,136,1,2025-09-09 11:14:22,R_87eWNmb48ohqY5A,anonymous,EN,63f77a5dde1ea03305e119e0,2,31,1,3,4,5,5,2,5,2,4,5,4,4,4,4,2,2,4,4,4,3,5,4,3,5,4,5,5,4,3,1,1,2,5,5,4,4,3,1,"1,2,5,6,8,9,11,13",63f77a5dde1ea03305e119e0,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-09 11:12:13,2025-09-09 11:14:23,0,100,129,1,2025-09-09 11:14:23,R_8PbrwDBLWlHzAcx,anonymous,EN,5f27f6a0e13d4e05d048335f,2,54,1,2,5,5,5,3,2,2,4,4,4,2,3,3,3,3,4,1,1,1,2,2,3,3,3,4,3,3,2,2,1,2,2,2,3,3,2,1,"11,12,13",5f27f6a0e13d4e05d048335f,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-09 11:12:27,2025-09-09 11:14:24,0,100,117,1,2025-09-09 11:14:25,R_8pQ0NKsTPXJd3ho,anonymous,EN,57655a2aea19ef00016351cf,2,52,1,1,2,3,3,4,2,3,3,2,2,2,3,2,3,3,3,3,1,2,3,3,4,3,2,2,2,2,2,1,1,1,2,2,2,2,2,1,14,57655a2aea19ef00016351cf,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-09 11:12:05,2025-09-09 11:14:29,0,100,143,1,2025-09-09 11:14:29,R_8IoxvkmMsOPa8Ai,anonymous,EN,5e94b43203807b339eef4947,2,51,1,2,5,4,4,4,4,4,3,4,3,3,4,3,3,3,3,4,4,4,3,4,4,4,3,3,3,4,5,1,1,1,2,2,3,3,3,1,"5,6",5e94b43203807b339eef4947,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-09 11:11:56,2025-09-09 11:14:29,0,100,152,1,2025-09-09 11:14:30,R_8cpkwvRia5R3K78,anonymous,EN,62b4403257f7d42730f83394,2,41,1,2,4,5,5,4,4,4,5,5,5,5,3,4,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,4,5,5,5,5,4,1,"9,11,13",62b4403257f7d42730f83394,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 11:09:52,2025-09-09 11:14:32,0,100,280,1,2025-09-09 11:14:33,R_8RVbsET9ls3lBJL,anonymous,EN,63c15473935ae0d7279b094f,2,59,1,2,5,5,4,3,2,3,4,4,4,3,4,4,3,3,4,4,4,3,3,3,3,4,5,3,4,4,3,5,5,4,4,3,5,4,3,1,"2,5,8,9,11,12",63c15473935ae0d7279b094f,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-09 11:12:13,2025-09-09 11:14:33,0,100,139,1,2025-09-09 11:14:33,R_88IDYw17rLwL8ce,anonymous,EN,629e10bc2c72cfafd3b0aa30,2,24,2,2,4,4,3,4,3,2,4,4,4,4,3,3,3,3,4,2,2,2,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,1,"1,2,3,9,11",629e10bc2c72cfafd3b0aa30,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 11:11:49,2025-09-09 11:14:33,0,100,163,1,2025-09-09 11:14:33,R_8FKlOKatK9lwypU,anonymous,EN,5b82d4fda284bc000193094c,2,34,1,2,4,4,5,5,3,4,4,4,4,5,3,4,3,5,4,4,3,4,3,4,4,3,5,3,4,3,2,4,5,4,4,5,5,5,4,1,"3,8",5b82d4fda284bc000193094c,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 11:12:47,2025-09-09 11:14:33,0,100,105,1,2025-09-09 11:14:33,R_8MbTmKSOYRFNKIl,anonymous,EN,675cca3a27cd0a6fc7c16a9a,2,35,1,2,4,4,3,4,4,4,4,3,4,3,4,4,4,3,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,3,4,3,4,3,1,"6,11,13",675cca3a27cd0a6fc7c16a9a,"You have an intricate task that requires your attention. To put your mind to it, you turn on a specific music playlist.",5
2025-09-09 11:11:36,2025-09-09 11:14:34,0,100,177,1,2025-09-09 11:14:34,R_810kWZ2UFxIMjra,anonymous,EN,677307ffcee988907232b0cc,2,41,2,2,2,2,2,3,3,3,4,4,4,2,2,3,4,4,4,1,1,1,2,2,3,3,4,3,3,2,2,2,2,2,2,2,3,2,2,1,10,677307ffcee988907232b0cc,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 11:11:54,2025-09-09 11:14:35,0,100,161,1,2025-09-09 11:14:36,R_8G3OFLbN9Rd0gN0,anonymous,EN,6658b1b56a1df274ee633fdc,2,21,1,2,2,4,2,3,3,2,5,4,4,2,1,2,2,2,2,4,4,4,5,5,5,5,5,5,2,4,4,2,2,1,2,1,3,2,4,1,"2,9,11,12,13",6658b1b56a1df274ee633fdc,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-09 11:12:23,2025-09-09 11:14:36,0,100,133,1,2025-09-09 11:14:38,R_8imMWAUijKKsJpi,anonymous,EN,5e7897841fc50b000c787b94,2,27,2,1,5,4,5,4,4,3,3,3,3,4,5,4,4,4,4,4,5,4,4,4,3,3,3,4,4,4,3,3,2,3,5,4,3,3,4,1,"5,6,7",5e7897841fc50b000c787b94,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-09 11:11:53,2025-09-09 11:14:37,0,100,164,1,2025-09-09 11:14:38,R_8yfqiy5OkYOBLvL,anonymous,EN,5e81ad7cb706bb88bc5c2fc8,2,37,1,3,2,3,2,4,2,2,3,3,3,1,2,3,2,3,3,2,2,3,3,2,2,3,4,3,3,3,2,1,2,3,3,4,4,3,3,1,"1,2,3",5e81ad7cb706bb88bc5c2fc8,"While out for a walk, you hear a busker playing incredible sounding music you have never discovered before. You are not sure what is attracting your interest to the music but you allow yourself to be taken in by the music and its new emotional direction.",11
2025-09-09 11:14:30,2025-09-09 11:14:38,0,100,7,1,2025-09-09 11:14:38,R_2qA8X0JWafvryyl,anonymous,EN,672cf6205a2ec818a3f9a822,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672cf6205a2ec818a3f9a822,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-09 11:12:24,2025-09-09 11:14:40,0,100,135,1,2025-09-09 11:14:40,R_8j9HghppwlroDT6,anonymous,EN,6413695069219184bd98cff7,2,23,1,2,5,5,5,5,4,5,5,4,4,5,3,5,4,5,5,4,4,2,5,5,5,5,5,5,5,4,3,2,2,1,5,2,4,4,3,1,"5,6,7,11",6413695069219184bd98cff7,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-09 11:13:19,2025-09-09 11:14:45,0,100,85,1,2025-09-09 11:14:45,R_2y92YlTilGM5vbW,anonymous,EN,5a7226d9f660ae0001a9a547,2,26,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5a7226d9f660ae0001a9a547,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-09 11:11:55,2025-09-09 11:14:45,0,100,169,1,2025-09-09 11:14:45,R_8nnfcmVZQ9Q7boJ,anonymous,EN,5eca46c6c1e2c601290bab15,2,61,1,3,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,3,4,4,4,4,2,2,2,2,2,3,2,3,1,"5,6,8",5eca46c6c1e2c601290bab15,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 11:11:44,2025-09-09 11:14:46,0,100,181,1,2025-09-09 11:14:46,R_8anMBoobnANypXA,anonymous,EN,5d684f00ce34de0001549b43,2,40,1,4,4,5,4,4,2,4,4,4,4,5,5,4,4,4,5,3,3,3,1,1,1,3,3,4,3,3,4,1,1,1,3,3,5,1,1,1,"2,3,5,6,8,11,13",5d684f00ce34de0001549b43,"You have an intricate task that requires your attention. To put your mind to it, you turn on a specific music playlist.",5
2025-09-09 11:12:57,2025-09-09 11:14:48,0,100,110,1,2025-09-09 11:14:48,R_8o7k7AMbZ9vSq1J,anonymous,EN,66c605bf16b21d64057a018b,2,32,1,2,4,5,4,3,3,5,4,4,3,3,5,5,3,3,3,3,4,4,4,4,3,3,4,4,3,4,5,3,4,3,4,3,4,3,3,4,"1,2,11",66c605bf16b21d64057a018b,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 11:11:55,2025-09-09 11:14:48,0,100,173,1,2025-09-09 11:14:48,R_8jSTyBdQABDdGce,anonymous,EN,6441355901a65102aa751a95,2,36,1,2,4,4,4,3,2,3,3,3,3,3,4,4,3,3,3,2,2,2,4,4,4,4,4,4,5,5,5,4,3,4,4,4,4,5,4,1,"2,5,8,13",6441355901a65102aa751a95,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-09 11:11:59,2025-09-09 11:14:49,0,100,169,1,2025-09-09 11:14:49,R_2PExtMaw0A3NA7D,anonymous,EN,59ef022eae9f950001d84a43,2,67,1,2,4,4,3,3,2,4,4,4,4,3,3,3,4,3,3,2,2,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,4,3,3,1,"9,11",59ef022eae9f950001d84a43,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 11:12:50,2025-09-09 11:14:49,0,100,118,1,2025-09-09 11:14:49,R_2xucEL0gwLG54g9,anonymous,EN,6777f3e9760d3844217b5ea8,2,19,2,4,5,5,5,5,5,5,5,5,5,4,3,4,2,3,2,4,4,3,5,4,5,5,5,5,5,5,5,1,1,2,4,5,5,5,5,1,"2,5,7,8,9,11,13",6777f3e9760d3844217b5ea8,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-09 11:12:37,2025-09-09 11:14:50,0,100,133,1,2025-09-09 11:14:50,R_2Tt50VaGeGxfHhh,anonymous,EN,5bfc25a8a082ce00014e3310,2,28,2,2,4,4,4,2,3,4,3,2,3,2,4,2,2,2,2,3,3,3,3,2,2,4,4,4,3,4,4,2,2,2,2,4,4,4,4,1,"1,5,6",5bfc25a8a082ce00014e3310,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-09 11:12:06,2025-09-09 11:14:49,0,100,163,1,2025-09-09 11:14:50,R_8NynLvwOKkDWHu1,anonymous,EN,664f3eb579003f55b717e215,2,36,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,"2,3,7,8,11,13",664f3eb579003f55b717e215,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-09 11:12:07,2025-09-09 11:14:50,0,100,163,1,2025-09-09 11:14:50,R_8Q1ezuh4xYCGMFj,anonymous,EN,65c347be7d456f4e0902823d,2,38,2,1,4,5,5,4,5,5,4,4,5,4,5,5,4,5,4,4,4,4,5,5,4,5,4,5,4,4,4,5,5,5,5,5,4,5,4,1,"1,2,3,5,7,8,9,11,13",65c347be7d456f4e0902823d,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 11:11:41,2025-09-09 11:14:52,0,100,190,1,2025-09-09 11:14:52,R_2uEOU6VxGY7bpYn,anonymous,EN,664a5be05bc29332beb2fced,2,42,1,2,5,5,5,4,1,2,5,5,5,5,5,5,2,2,2,5,5,5,3,3,5,4,5,5,4,3,5,3,4,5,5,5,5,4,5,1,"2,6,7,13",664a5be05bc29332beb2fced,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-09 11:12:39,2025-09-09 11:14:52,0,100,132,1,2025-09-09 11:14:52,R_2EieJZSBmIjRw3e,anonymous,EN,5723714684458100120292f6,2,34,2,2,5,5,5,1,2,2,3,3,3,2,3,2,2,3,5,5,5,5,4,5,2,3,4,4,4,4,3,1,2,2,3,4,4,4,4,1,"9,13",5723714684458100120292f6,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-09 11:12:49,2025-09-09 11:14:55,0,100,125,1,2025-09-09 11:14:55,R_22EtfbZRQX6zC7H,anonymous,EN,67aa34015d2def3278e3ee41,2,48,2,2,4,4,3,5,4,4,4,5,5,4,4,4,3,4,4,4,4,3,4,4,4,5,5,4,4,3,4,4,3,4,3,3,4,4,3,1,12,67aa34015d2def3278e3ee41,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-09 11:09:03,2025-09-09 11:14:57,0,100,353,1,2025-09-09 11:14:57,R_8TbftQRVSBBSBFf,anonymous,EN,5ebc0abd2cc5f1054c82a0d7,2,43,1,2,4,5,5,3,1,2,2,1,1,5,5,5,4,4,4,2,1,2,1,1,1,4,4,2,4,5,5,1,1,1,2,2,5,5,3,1,"5,6,8",5ebc0abd2cc5f1054c82a0d7,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 11:11:37,2025-09-09 11:14:59,0,100,202,1,2025-09-09 11:15:00,R_2xzXBgOEplRIii4,anonymous,EN,653e666cc034dbb89a5b83ce,2,41,1,2,4,5,4,5,3,5,4,5,5,3,4,3,1,1,1,3,3,3,3,3,4,4,4,4,3,3,2,5,5,5,4,4,5,4,5,1,"3,11",653e666cc034dbb89a5b83ce,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-09 11:12:37,2025-09-09 11:15:01,0,100,144,1,2025-09-09 11:15:01,R_8BNEHe5H9lYlFQt,anonymous,EN,57719c19b425c40001433b1f,2,29,2,2,4,5,5,5,4,4,5,5,5,4,3,4,2,4,3,4,4,4,4,4,4,5,4,5,3,4,4,1,1,4,4,3,4,4,1,1,"9,11",57719c19b425c40001433b1f,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-09 11:11:44,2025-09-09 11:15:05,0,100,201,1,2025-09-09 11:15:05,R_2irrCeBe8hog2vw,anonymous,EN,651ac88823e71c05dbc1ff63,2,56,1,2,4,3,2,2,4,1,4,5,5,5,3,4,5,4,4,3,2,1,3,3,3,4,3,5,3,4,2,2,1,1,2,1,4,2,1,1,"6,8,11,12",651ac88823e71c05dbc1ff63,"You have an intricate task that requires your attention. To put your mind to it, you turn on a specific music playlist.",5
2025-09-09 11:12:05,2025-09-09 11:15:06,0,100,180,1,2025-09-09 11:15:06,R_8eyFiuAduSrAyOt,anonymous,EN,5e1bdbfd1795083ead4af5ee,2,32,1,2,3,4,4,4,3,3,3,2,4,2,2,2,2,3,2,1,1,3,4,4,3,3,4,4,1,2,4,1,1,3,3,3,4,4,2,1,"2,9,11,12,13",5e1bdbfd1795083ead4af5ee,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-09 11:11:48,2025-09-09 11:15:06,0,100,198,1,2025-09-09 11:15:07,R_2fBl6Q2BXXxmdRf,anonymous,EN,66151b57090a8ba8ec454009,2,63,1,1,4,4,4,3,3,2,4,4,4,3,3,3,4,3,4,3,3,4,3,3,4,4,4,4,3,3,4,3,3,3,4,3,4,4,4,1,"2,11",66151b57090a8ba8ec454009,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-09 11:12:29,2025-09-09 11:15:14,0,100,165,1,2025-09-09 11:15:14,R_8kKSxzj70H8RA8P,anonymous,EN,614ad1d11ebbb70be136b832,2,49,2,2,3,2,2,2,1,1,3,2,2,2,1,2,1,1,2,2,2,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,3,2,1,1,"5,11",614ad1d11ebbb70be136b832,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 11:11:34,2025-09-09 11:15:15,0,100,221,1,2025-09-09 11:15:16,R_8emu8AUNcHMuIvL,anonymous,EN,60e67bc1585c7158f6f9116a,2,35,2,2,3,3,3,5,5,5,4,5,4,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,3,4,1,"8,12,13,15",60e67bc1585c7158f6f9116a,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-09 11:12:48,2025-09-09 11:15:19,0,100,150,1,2025-09-09 11:15:19,R_2DowvlmbcpGZGPl,anonymous,EN,6773d42d35be03a65cf4b3e1,2,48,1,4,1,1,1,2,2,2,3,3,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,4,1,1,1,1,1,4,5,4,4,2,2,1,"11,13",6773d42d35be03a65cf4b3e1,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 11:13:04,2025-09-09 11:15:20,0,100,136,1,2025-09-09 11:15:21,R_8j9ELZqCO0MNDUb,anonymous,EN,5e9b60ab511e7a0650994050,2,46,1,2,5,5,5,1,1,1,4,4,4,4,5,1,4,5,3,3,3,1,1,1,2,3,2,3,3,3,3,1,1,1,4,3,5,4,3,1,"8,11",5e9b60ab511e7a0650994050,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 11:12:47,2025-09-09 11:15:21,0,100,154,1,2025-09-09 11:15:21,R_8Nz5Gcw9iZT3zVS,anonymous,EN,6658d84e36a39b239367aed9,2,37,1,2,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,2,3,2,4,3,4,4,4,4,2,3,2,4,3,2,4,3,4,4,3,1,"2,5,8,11,13",6658d84e36a39b239367aed9,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 11:11:48,2025-09-09 11:15:21,0,100,213,1,2025-09-09 11:15:22,R_8Vf64DzQERr0AK0,anonymous,EN,60e3452eac7b129147019f7e,2,25,2,3,5,5,5,4,3,3,3,4,4,5,4,4,3,3,4,5,5,5,3,3,3,4,4,4,4,5,4,3,3,3,3,4,5,5,5,1,"1,3,5,6,8",60e3452eac7b129147019f7e,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-09 11:13:06,2025-09-09 11:15:24,0,100,137,1,2025-09-09 11:15:24,R_2B4FrC7BBi4N2O5,anonymous,EN,66eb6bbd51cc311738b09c90,2,46,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,11,66eb6bbd51cc311738b09c90,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-09 11:13:09,2025-09-09 11:15:34,0,100,145,1,2025-09-09 11:15:35,R_2xxEUh39FjllQ6d,anonymous,EN,6713a6a34b872f10e42e1502,2,54,1,2,5,5,4,5,2,3,4,2,4,3,4,4,5,5,4,5,5,3,4,5,4,3,5,4,4,4,4,3,2,3,4,3,5,4,2,1,"5,6,7",6713a6a34b872f10e42e1502,"You have an intricate task that requires your attention. To put your mind to it, you turn on a specific music playlist.",5
2025-09-09 11:13:21,2025-09-09 11:15:35,0,100,134,1,2025-09-09 11:15:36,R_8s1ESOKVn5YNDlO,anonymous,EN,65e646da8809bd962f8da706,2,42,1,2,4,4,5,4,2,4,4,3,4,4,4,4,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,"5,6,7",65e646da8809bd962f8da706,You are attending a celebration where music is the heart of the party. You are able to join in the fun which is aided by the music throughout the event.,1
2025-09-09 11:13:23,2025-09-09 11:15:36,0,100,133,1,2025-09-09 11:15:36,R_23492tmpjNw5DtG,anonymous,EN,62a7477981491179fd5f1f6c,2,36,2,2,4,4,4,4,4,5,4,3,5,4,2,4,4,5,4,4,4,1,3,4,4,4,3,3,4,4,4,3,4,3,5,4,4,4,2,1,"9,11,13",62a7477981491179fd5f1f6c,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-09 11:12:30,2025-09-09 11:15:37,0,100,186,1,2025-09-09 11:15:37,R_2sRqXvRqweUrHMZ,anonymous,EN,63d153292ab8a7e4066fb52a,2,26,1,3,3,2,3,3,4,3,4,3,3,3,4,2,1,1,3,2,1,2,3,3,3,3,3,3,2,2,2,3,2,2,3,4,2,3,3,3,"7,11",63d153292ab8a7e4066fb52a,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
